ID,Label,AssetCode,Type,Brand,Model,Serial,Location,Cost,WarrantyEnd,Status,Loanable,LoanedTo,Remark,Comment,OpenFaults,Repairs
cmp66oaac004d2jo2xllrsvwt,E2905_22,,Projector,Epson,EB982W,X8cccccc75,E6-03,,15-May-29,Operational,No,,,,0,0
cmp66oaac00252jo2tj1dax08,E2905_23,,Projector,Epson,EB982W,X8cccccc76,F3-02,1010,15/5/2029,Operational,No,,"Mounting Services: 540
Projector: 420
Transmitter: 128
Dismantle: 50
4th Warranty: 92
5th Warranty: 100

Total: Mounting+Projector+Dismantle",,0,0
cmp66oaab001q2jo2pl25aogf,E2905_24,,Projector,Epson,EB982W,X8cccccc77,Art Room 2,1010,17/5/2029,Operational,No,,"Mounting Services: 540
Projector: 420
Transmitter: 128
Dismantle: 50
4th Warranty: 92
5th Warranty: 100

Total: Mounting+Projector+Dismantle",,0,0
cmp66oaab000x2jo216njj061,E2905_25,,Projector,Epson,EB982W,X8cccccc78,LSP,1010,17/5/2029,Operational,No,,"Mounting Services: 540
Projector: 420
Transmitter: 128
Dismantle: 50
4th Warranty: 92
5th Warranty: 100

Total: Mounting+Projector+Dismantle",,0,0
cmp66oaab001z2jo2vsiqjfa3,E2909_26,,Projector,Epson,EB982W,X8cccccc79,E3-04 Math Room,1010,15/5/2029,Operational,No,,"Mounting Services: 540
Projector: 420
Transmitter: 128
Dismantle: 50
4th Warranty: 92
5th Warranty: 100

Total: Mounting+Projector+Dismantle",,0,0
cmp66oaac003v2jo2g1ap6yr9,E2909_27,,Projector,Epson,EB982W,X8cccccc80,E5-03,,15-May-29,Operational,No,,,,0,0
cmp66oaac003s2jo2gh7ppl66,E2909_28,,Projector,Epson,EB982W,X8cccccc81,E5-02,,15-May-29,Operational,No,,,,0,0
cmp66oaac00442jo285sbkmqs,E2909_29,,Projector,Epson,EB982W,X8cccccc82,G5-03,1010,15/9/2029,Operational,No,,"Mounting Services: 540
Projector: 420
Transmitter: 128
Dismantle: 50
4th Warranty: 92
5th Warranty: 100

Total: Mounting+Projector+Dismantle",,0,0
cmp66oaab001w2jo2owoi7avx,E2909_30,,Projector,Epson,EB982W,X8cccccc83,E3-03 SBB Room 2,1010,15/5/2029,Operational,No,,"Mounting Services: 540
Projector: 420
Transmitter: 128
Dismantle: 50
4th Warranty: 92
5th Warranty: 100

Total: Mounting+Projector+Dismantle",,0,0
cmp66oaae007y2jo23rk0xew0,E3-04 Cart,0000-000922,Mobile Charging Cart,ERGOTRON,N31508,1252670-asxas,Cart E3-04,700,,Operational,No,,,,0,0
cmp66oaag00di2jo2po6l387e,E4-03 Cart,L00094316,Mobile Charging Cart,V-lab,V-Lab 40,asxqwd,E4-03,0,,Operational,No,,Leasing,iPad Cart 3,0,0
cmp66oaad006x2jo2nrgjhp4y,ECPS-HD01,0054-000202,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006y2jo2q83vvl2z,ECPS-HD02,0054-000191,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006z2jo2869q0qb3,ECPS-HD03,0054-000239,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00702jo2l8tufokt,ECPS-HD04,0054-000220,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00712jo2xpzpxsx6,ECPS-HD05,0054-000201,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00722jo2vlfynylz,ECPS-HD06,0054-000179,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00732jo2twihin7k,ECPS-HD08,0054-000313,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00742jo2v3vg2jmh,ECPS-HD09,0054-000178,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00752jo20n6uzm5e,ECPS-HD10,0054-000278,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00762jo24s580i8u,ECPS-HD11,0054-000213,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00772jo2pmtbkr2m,ECPS-HD12,0054-000198,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00782jo2rvwiggon,ECPS-HD14,0054-000216,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00792jo2y7zv9n5j,ECPS-HD15,0054-000234,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007a2jo2xqt4zcjl,ECPS-HD16,0054-000273,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007b2jo2syrrlh1f,ECPS-HD17,0054-000228,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007c2jo2fvdm6ia0,ECPS-HD18,0054-000323,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007d2jo2aocp01ns,ECPS-HD19,0054-000329,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007e2jo2ipydx7m1,ECPS-HD20,0054-000229,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007f2jo2t3inoe7g,ECPS-HD21,0054-000168,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007g2jo28ygyu6ox,ECPS-HD22,0054-000311,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007h2jo2u5vpk7gp,ECPS-HD23,0054-000218,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007i2jo2so8ejam3,ECPS-HD24,0054-000334,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007j2jo2eqjbdsc9,ECPS-HD25,0054-000317,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007k2jo2rvzn1ewa,ECPS-HD26,0054-000301,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaae007l2jo2g8vwdt21,ECPS-HD27,0054-000214,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaae007m2jo2nuac84hg,ECPS-HD28,0054-000241,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaae007n2jo2e60fyiwg,ECPS-HD29,0054-000303,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaae007o2jo2gwwlk4ai,ECPS-HD30,0054-000285,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaae007p2jo23wnmos67,ECPS-HD31,0054-000288,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaae007q2jo2twd49w5t,ECPS-HD62,0054-000264,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaae007r2jo20tz32i8c,ECPS-HD63,0054-000261,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaae007s2jo2igw9u9gt,ECPS-HD66,0054-000207,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00592jo23dtig8mb,E SPARE,,Projector,Epson,EB-470INS,X8cccccc54,Condemned / Pending Disposal,1335,1/1/2020,Waiting for Condemnation,No,,,,0,0
cmp66oaaf00b82jo2wt19p71g,F4-03 Cart,0000-001045,Mobile Charging Cart,AV Logic,AVQP-R40TB-SYNC,X8cccccc55,F4-03,,5-Jul-23,Operational,No,,,,1,0
cmp66oaal00pg2jo2nd6v45wn,GO1,,CAMERA,GOPRO,HERO 3+,X8cccccc56,CUSTODY,550,,Operational,Yes,,,,0,0
cmp66oaal00ph2jo20m605hla,GO2,,CAMERA,GOPRO,HERO 3+,X8cccccc57,CUSTODY,550,,Operational,Yes,,,,0,0
cmp66oaag00dj2jo248c7b5ni,Ipad 3-1,L00094076,IPAD,APPLE,iPad (A16),X8cccccc58,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00dk2jo2tyhogd78,Ipad 3-2,L00094077,IPAD,APPLE,iPad (A16),X8cccccc59,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00dl2jo25k4yngrj,Ipad 3-3,L00094078,IPAD,APPLE,iPad (A16),X8cccccc60,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00dm2jo2umwgdfwn,Ipad 3-4,L00094079,IPAD,APPLE,iPad (A16),X8cccccc61,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00dn2jo2tx0klv2x,Ipad 3-5,L00094080,IPAD,APPLE,iPad (A16),X8cccccc62,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00do2jo21ev3w6rp,Ipad 3-6,L00094081,IPAD,APPLE,iPad (A16),X8cccccc63,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00dp2jo2tatamnad,Ipad 3-7,L00094082,IPAD,APPLE,iPad (A16),X8cccccc64,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00dq2jo2oakb772z,Ipad 3-8,L00094083,IPAD,APPLE,iPad (A16),X8cccccc65,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00dr2jo2zdmo5q4j,Ipad 3-9,L00094084,IPAD,APPLE,iPad (A16),X8cccccc66,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00ds2jo2tf7d4juj,Ipad 3-10,L00094085,IPAD,APPLE,iPad (A16),X8cccccc67,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00dt2jo2e76ozecu,Ipad 3-11,L00094086,IPAD,APPLE,iPad (A16),X8cccccc68,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00du2jo2iz1c65tt,Ipad 3-12,L00094087,IPAD,APPLE,iPad (A16),X8cccccc69,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00dv2jo2kbw0e3tt,Ipad 3-13,L00094088,IPAD,APPLE,iPad (A16),X8cccccc70,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00dw2jo2j58ifb9c,Ipad 3-14,L00094089,IPAD,APPLE,iPad (A16),X8cccccc71,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00dx2jo236z11thn,Ipad 3-15,L00094090,IPAD,APPLE,iPad (A16),X8cccccc72,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00dy2jo2gug9rkp1,Ipad 3-16,L00094091,IPAD,APPLE,iPad (A16),X8cccccc73,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00dz2jo2xjzwdlxq,Ipad 3-17,L00094092,IPAD,APPLE,iPad (A16),X8cccccc74,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00e02jo279qbhbws,Ipad 3-18,L00094093,IPAD,APPLE,iPad (A16),X8cccccc75,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00e12jo28lw1yjr4,Ipad 3-19,L00094094,IPAD,APPLE,iPad (A16),X8cccccc76,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00e22jo2f80f87ij,Ipad 3-20,L00094095,IPAD,APPLE,iPad (A16),X8cccccc77,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00e32jo2bqltqovj,Ipad 3-21,L00094096,IPAD,APPLE,iPad (A16),X8cccccc78,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00e42jo27g19yhti,Ipad 3-22,L00094097,IPAD,APPLE,iPad (A16),X8cccccc79,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00e52jo26k32een0,Ipad 3-23,L00094098,IPAD,APPLE,iPad (A16),X8cccccc80,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00e62jo2oi4cgm3w,Ipad 3-24,L00094099,IPAD,APPLE,iPad (A16),X8cccccc81,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00e72jo2pz1fb81i,Ipad 3-25,L00094100,IPAD,APPLE,iPad (A16),X8cccccc82,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00e82jo2r9ger3vq,Ipad 3-26,L00094101,IPAD,APPLE,iPad (A16),X8cccccc83,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00e92jo27tewk4li,Ipad 3-27,L00094102,IPAD,APPLE,iPad (A16),NR607V,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00ea2jo2z6hpcpue,Ipad 3-28,L00094103,IPAD,APPLE,iPad (A16),Q546H,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00eb2jo2hhzcd620,Ipad 3-29,L00094104,IPAD,APPLE,iPad (A16),Y3R6G,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00ec2jo2dc8sfioh,Ipad 3-30,L00094105,IPAD,APPLE,iPad (A16),CXM5F,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00ed2jo2cv7euf8h,Ipad 3-31,L00094106,IPAD,APPLE,iPad (A16),QGVM,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00ee2jo2ywp7yueq,Ipad 3-32,L00094107,IPAD,APPLE,iPad (A16),WWKH,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00ef2jo2a31cqz8n,Ipad 3-33,L00094108,IPAD,APPLE,iPad (A16),L3R4G,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00eg2jo2x66dywe4,Ipad 3-34,L00094109,IPAD,APPLE,iPad (A16),NR607V,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00eh2jo2f3m7w2yk,Ipad 3-35,L00094110,IPAD,APPLE,iPad (A16),Q546H,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00ei2jo20y056fre,Ipad 3-36,L00094111,IPAD,APPLE,iPad (A16),Y3R6G,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00ej2jo2guwhlmb5,Ipad 3-37,L00094112,IPAD,APPLE,iPad (A16),CXM5F,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00ek2jo2q8fiy6pt,Ipad 3-38,L00094113,IPAD,APPLE,iPad (A16),QGVM,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00el2jo2ws0nhn8c,Ipad 3-39,L00094114,IPAD,APPLE,iPad (A16),WWKH,E4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaag00em2jo2h8a7a1x0,Ipad 3-40,L00094115,IPAD,APPLE,iPad (A16),L3R4G,E4-03,0,,Operational,No,,Leasing,,0,0
cmpccaqws00zr2jo2may2yxj0,iPad Cart 2,,iPad Cart,iPad Cart,AVER,4060,Condemned / Pending Disposal,3156.5,1/1/2020,Waiting for Condemnation,No,,,Leg issue,0,0
cmp66oaac002d2jo21pvchn0u,O2512_01,,Projector,Optoma,ZW406,X8cccccc54,G3-03,1150,29/12/2025,Operational,No,,,,0,0
cmp66oaac002y2jo2tzvcotgt,O2512_02,,Projector,Optoma,ZW406,X8cccccc55,F4-01,,29-Dec-25,Operational,No,,,,0,0
cmp66oaac003y2jo2wxm5g31n,O2512_03,,Projector,Optoma,ZW406,X8cccccc56,G5-01,,29-Dec-25,Operational,No,,,,0,0
cmp66oaac00472jo2o14u9g3e,O2512_04,,Projector,Optoma,ZW406,X8cccccc57,E6-01,,29-Dec-25,Operational,No,,,,0,0
cmp66oaac004a2jo217z32u0t,O2512_05,,Projector,Optoma,ZW406,X8cccccc58,E6-02,,29-Dec-25,Operational,No,,,,0,0
cmp66oaac004g2jo2ru58fw1o,O2512_06,,Projector,Optoma,ZW406,X8cccccc59,F6-01,,29-Dec-25,Operational,No,,,,0,0
cmp66oaac004j2jo2g0bem2h4,O2512_07,,Projector,Optoma,ZW406,X8cccccc60,F6-02,,29-Dec-25,Operational,No,,,,0,0
cmp66oaac004m2jo2h8dmzro2,O2512_08,,Projector,Optoma,ZW406,X8cccccc61,F6-03,,29-Dec-25,Operational,No,,,,0,0
cmp66oaac004p2jo2amjbjni8,O2512_09,,Projector,Optoma,ZW406,X8cccccc62,E7-01,,29-Dec-25,Operational,No,,,,0,0
cmp66oaac004s2jo2332thr3z,O2512_10,,Projector,Optoma,ZW406,X8cccccc63,E7-02,,29-Dec-25,Operational,No,,,,0,0
cmp66oaac004v2jo2b7t3yk2y,O2512_11,,Projector,Optoma,ZW406,X8cccccc64,E7-03,,29-Dec-25,Operational,No,,,,0,0
cmp66oaac004y2jo29guywidt,O2512_12,,Projector,Optoma,ZW406,X8cccccc65,F7-01,,29-Dec-25,Operational,No,,,,0,0
cmp66oaac00512jo28e8wy1pd,O2512_13,,Projector,Optoma,ZW406,X8cccccc66,F7-02,,29-Dec-25,Operational,No,,,,0,0
cmp66oaad00542jo2xu2uuevn,O2512_14,,Projector,Optoma,ZW406,X8cccccc67,F7-03,,,Operational,No,,,,0,0
cmp66oaad005c2jo2giu2zgzy,O2512_15,,Projector,Optoma,ZW406,X8cccccc68,Spare,1150,29/12/2025,Operational,No,,,,0,0
cmp66oaac003g2jo2v4z8l4xf,O2612_16,,Projector,Optoma,ZW406,X8cccccc69,E5-01,,15-Dec-26,Operational,No,,,,0,0
cmpccd2rz00zs2jo27fk3erpe,Old Desktop,,DESKTOP,FUJITSU,ESPRIMO E520,X8cccccc71,Condemned / Pending Disposal,1444.5,1/1/2018,Waiting for Condemnation,No,,,,0,0
cmpc9si7g00zh2jo2v55i6ca6,P01,,Projector,Panasonic,PT-VW540,X8cccccc72,Condemned / Pending Disposal,700,2/10/2022,Waiting for Condemnation,No,,,,0,0
cmp66oaaa000a2jo2x5vko8ev,P03,,Projector,Panasonic,PT-VW540,X8cccccc73,D1-02 PAL Room 2,758,4/1/2023,Operational,No,,,,0,0
cmp66oaab000e2jo2mpq41iw6,P04,,Projector,Panasonic,PT-EZ-590A,X8cccccc74,E1-02 Band Room,1981,14/2/2024,Operational,No,,,,0,0
cmp66oaab000g2jo2f5rosnpa,P05,,Projector,Panasonic,PT-VW540,X8cccccc75,E1-02 Band Room,758,12/1/2023,Operational,No,,,,0,0
cmpcahpl000zi2jo2t6ki9uh0,P06,,Projector,Panasonic,PT-VW530,X8cccccc76,Condemned / Pending Disposal,,10/9/2022,Waiting for Condemnation,No,,,,0,0
cmp66oaab000o2jo2yuechisa,P08,,Projector,Panasonic,PT-VW540,X8cccccc77,Learning Room 1,758,24/1/2023,Operational,No,,,,0,0
cmp66oaab00132jo2racvvjpm,P10,,Projector,Panasonic,PT-VW540,X8cccccc78,Spare,758,24/1/2023,Operational,No,,,,0,0
cmp66oaab001b2jo28a3uuoqb,P11,,Projector,Panasonic,PT-VW540,X8cccccc79,Spare,700,24/1/2023,Operational,No,,,,0,0
cmp66oaab000q2jo2b9fflmon,P12,,Projector,Panasonic,PT-VW540,X8cccccc80,Learning Lab 3,758,24/1/2023,Operational,No,,,,0,0
cmp66oaaa00082jo2t1gg4fen,P13,,Projector,Panasonic,PT-VW540,X8cccccc81,D1-02 PAL Room 1,758,12/1/2023,Operational,No,,,,0,0
cmp66oaad005b2jo2bb0di1rb,P14,,Projector,Panasonic,PT-VW540,X8cccccc82,LBS1,758,12/1/2023,Operational,No,,,,0,0
cmp66oaab001u2jo2zkk0u2vm,P16,,Projector,Panasonic,PT-VW540,X8cccccc83,E3-02 SBB Room 1,,24/1/2023,Operational,No,,,,0,0
cmp66oaac00282jo26i40sxbf,P18,,Projector,Panasonic,PT-VW540,X8cccccc54,G3-01,758,27/5/2023,Operational,No,,,,0,0
cmp66oaad00582jo2iwz5f4z9,P19,,Projector,Panasonic,PT-VW540,X8cccccc55,Meeting Room 2,,,Operational,No,,,,0,0
cmp66oaab000s2jo2gh5w0g6t,P23,,Projector,Panasonic,PT-VW530,X8cccccc56,Learning Lab 2,758,19/12/2021,Operational,No,,,,0,0
cmpccfks700zt2jo2axwow8xu,P24,,Projector,Epson,EB-1940W,X8cccccc57,Condemned / Pending Disposal,968.6,1/1/2020,Waiting for Condemnation,No,,,,0,0
cmp66oaab001s2jo272k7g1il,P27,,Projector,Panasonic,PT-VW530,X8cccccc58,Spare,758,28/5/2022,Operational,No,,,,0,0
cmp66oaab000m2jo2x9kk9alq,P30,,Projector,Panasonic,PT-VW530,X8cccccc59,ITLR,758,2/3/2022,Operational,No,,,,0,0
cmp66oaaa00072jo2srgzbj0w,P34,,Projector,Panasonic,PT-VW530,X8cccccc60,D1-01 Dance Studio,758,11/1/2022,Operational,No,,,,0,0
cmp66oaac002l2jo2ifjfcnsf,PatchPanel,,Patch Panel,Optvio,PS5H,X8cccccc61,G3-05,128,2/11/2026,Operational,No,,speaker: 29952,,0,0
cmp66oaab00172jo272ydlmsq,PatchPanel,,Patch Panel,Optvio,PS5H,X8cccccc62,Science Lab 1,128,16/6/2026,Operational,No,,Speaker: 29403,,0,0
cmp66oaab00122jo2jlth3rzt,PatchPanel,,Patch Panel,Optvio,PS5H,X8cccccc63,Art Room 1,128,16/6/2026,Operational,No,,Speaker: 29405,,0,0
cmp66oaac003r2jo2s4xn311b,PatchPanel,,PatchPanel,Optvio,PS5H,X8cccccc64,F5-01,,,Operational,No,,,,0,0
cmp66oaab000j2jo2k41690mo,PatchPanel,,Patch Panel,ABtUS,AVS-390,X8cccccc65,E1-03 Music Room 2,0,13/3/2027,Operational,No,,,,0,0
cmp66oaac003o2jo2nydyij9q,PatchPanel,,PatchPanel,Optvio,PS5H,X8cccccc66,E5-03,,,Operational,No,,Speaker: 29401,,0,0
cmp66oaac004u2jo2k42423y6,PatchPanel,,PatchPanel,,,X8cccccc67,E7-02,,,Operational,No,,,,0,0
cmp66oaab000z2jo2ubyvibeg,PatchPanel,,PatchPanel,Optvio,PS5H,X8cccccc68,LSP,128,15/5/2027,Operational,No,,speaker: 40756,,0,0
cmp66oaab001r2jo2vjtnifaw,PatchPanel,,Patch Panel,Optvio,PS5H,X8cccccc69,Art Room 2,128,16/6/2027,Operational,No,,Speaker: 43241,,0,0
cmp66oaab001a2jo2mrl9m2sx,PatchPanel,,Patch Panel,Optvio,PS5H,X8cccccc70,Science Lab 2,128,2/11/2026,Operational,No,,speaker: 29947,,0,0
cmp66oaab001o2jo2vcx91iqq,PatchPanel,,Patch Panel,Optvio,PS5H,X8cccccc71,LSM,128,16/6/2027,Operational,No,,speaker: 43242,,0,0
cmp66oaac002o2jo2zvppzuci,PatchPanel,,Patch Panel,ABtUS,AVS-390,X8cccccc72,G3-06,0,25/2/2028,Operational,No,,,take note  it looks like an old stock,0,0
cmp66oaaa00062jo2thvar8ix,PatchPanel,,Patch Panel,ABtUS,AVS-390,X8cccccc73,Conference Room,0,13/3/2027,Operational,No,,,,0,0
cmp66oaab00212jo2pkgpywaf,PatchPanel,,Patch Panel,Optvio,PS5H,X8cccccc74,E3-04 Math Room,128,15/5/2025,Operational,No,,Speaker: 41032,,0,0
cmp66oaab001y2jo2lq4bh7o0,PatchPanel,,Patch Panel,Optvio,PS5H,X8cccccc75,E3-03 SBB Room 2,128,15/5/2025,Operational,No,,speaker: 41104,,0,0
cmp66oaac00242jo2x05nh01r,PatchPanel,,Patch Panel,Optvio,PS5H,X8cccccc76,F3-01,128,16/6/2026,Operational,No,,Speaker: 29406,,0,0
cmp66oaac00272jo2w6adk7lz,PatchPanel,,Patch Panel,Optvio,PS5H,X8cccccc77,F3-02,128,15/5/2027,Operational,No,,speaker: 40755,,0,0
cmp66oaab001l2jo2vy7y9evj,PatchPanel,,PatchPanel,,,X8cccccc78,F2-03,0,12/2/2028,Operational,No,,,,0,0
cmp66oaab001i2jo2vm56acjv,PatchPanel,,PatchPanel,,,X8cccccc79,F2-02,0,12/2/2028,Operational,No,,,,0,0
cmp66oaac003i2jo2ajt5j77o,PatchPanel,,PatchPanel,-,-,X8cccccc80,E5-01,,,Operational,No,,,,0,0
cmp66oaac004i2jo2iq8rwvw9,PatchPanel,,PatchPanel,,,X8cccccc81,F6-01,,,Operational,No,,,,0,0
cmp66oaaa00012jo2ehhzfe56,PatchPanel,,Patch Panel,ABtUS,TP-051-White,X8cccccc82,HALL,900,8/12/2025,Operational,No,,,,0,0
cmp66oaac004o2jo2h5f1i6fh,PatchPanel,,PatchPanel,,,X8cccccc83,F6-03,,,Operational,No,,,,0,0
cmp66oaac004f2jo2onbv1u09,PatchPanel,,PatchPanel,Optvio,PS5H,OPT-031424,E6-03,,,Operational,No,,speaker: 40754,,0,0
cmp66oaac004c2jo26bks118r,PatchPanel,,PatchPanel,,,Mar21017781,E6-02,,,Operational,No,,,,0,0
cmp66oaac004r2jo24001v7ed,PatchPanel,,PatchPanel,,,Mar21017773,E7-01,,,Operational,No,,,,0,0
cmp66oaac00492jo2ntasuz6x,PatchPanel,,PatchPanel,,,Mar21017587,E6-01,,,Operational,No,,,,0,0
cmp66oaab000l2jo2xc1cw3e4,PatchPanel,,Patch Panel,Optvio,PS5H,OPT-017987A,B2-06 Teaching lab,128,24/11/2025,Operational,No,,,,0,0
cmp66oaac00462jo2h5mebhzv,PatchPanel,,PatchPanel,Optvio,PS5H,OPT-32146,G5-03,,,Operational,No,,speaker: 41105,,0,0
cmp66oaac00432jo2ze9oqfgt,PatchPanel,,PatchPanel,Optvio,PS5H,OPT-030206,G5-02,,,Operational,No,,speaker: 29949,,0,0
cmp66oaac00402jo2sr3fofv8,PatchPanel,,PatchPanel,,,Mar21017794,G5-01,,,Operational,No,,,,0,0
cmp66oaab001f2jo2rcrx5a5x,PatchPanel,,PatchPanel,,,320-T1-10671,F2-01,0,12/2/2028,Operational,No,,,,0,0
cmp66oaac00502jo2v150q1r6,PatchPanel,,PatchPanel,,,Mar21017777,F7-01,,,Operational,No,,,,0,0
cmp66oaac003x2jo23pqqjdxg,PatchPanel,,PatchPanel,Optvio,PS5H,OPT-32149,F5-03,,,Operational,No,,speaker: 41107,,0,0
cmp66oaac003u2jo2qdbw6ufi,PatchPanel,,PatchPanel,Optvio,PS5H,OPT-32148,F5-02,,,Operational,No,,speaker: 41106,,0,0
cmp66oaab000d2jo2asmnsw99,PatchPanel,,Patch Panel,Optvio,PS5H,OPT-030203,E1-01 Music Room 1,128,2/11/2026,Operational,No,,speaker: 29953,,0,0
cmp66oaad00532jo2wz97unuj,PatchPanel,,PatchPanel,,,Mar21017778,F7-02,,,Operational,No,,,,0,0
cmp66oaac003c2jo2gw3mdo88,PatchPanel,,PatchPanel,Optvio,PS5H,OPT-018967,G4-02,,,Operational,No,,Speaker: 29400,,0,0
cmp66oaac003f2jo2cyt2d43q,PatchPanel,,PatchPanel,Optvio,PS5H,OPT-018955,G4-03,,,Operational,No,,Speaker: 29404,,0,0
cmp66oaad00562jo2zpxtsxme,PatchPanel,,PatchPanel,,,Mar21017783,F7-03,,,Under Maintenance,No,,,,1,0
cmp66oaac004x2jo2jb9o5z9z,PatchPanel,,PatchPanel,,,Jan203024874,E7-03,,,Operational,No,,,,0,0
cmp66oaac003l2jo2we47l2qk,PatchPanel,,PatchPanel,Optvio,PS5H,OPT-018415A,E5-02,,,Operational,No,,,,0,0
